Entity,Code,Year,Deaths - Neoplasms - Sex: Both - Age: Under 5 (Rate),Deaths - Neoplasms - Sex: Both - Age: Age-standardized (Rate),Deaths - Neoplasms - Sex: Both - Age: All Ages (Rate),Deaths - Neoplasms - Sex: Both - Age: 70+ years (Rate),Deaths - Neoplasms - Sex: Both - Age: 5-14 years (Rate),Deaths - Neoplasms - Sex: Both - Age: 50-69 years (Rate),Deaths - Neoplasms - Sex: Both - Age: 15-49 years (Rate)
Cote d'Ivoire,CIV,1999,8.5,116.01,40.32,864.07,3.83,276.18,19.35
Cote d'Ivoire,CIV,2000,8.32,117.27,40.7,886.89,3.86,273.45,19.29
Cote d'Ivoire,CIV,2001,8.16,117.26,40.84,883.48,3.87,273.73,19.44
Cote d'Ivoire,CIV,2002,8.04,118.12,40.95,904.8,3.88,269.87,19.28
Cote d'Ivoire,CIV,2003,7.91,117.68,40.99,899.5,3.92,268.2,19.3
Cote d'Ivoire,CIV,2004,7.9,117.5,40.97,909.22,3.94,264.56,19.02
Cote d'Ivoire,CIV,2005,7.8,116.68,40.76,913.04,3.92,259.64,18.78
Cote d'Ivoire,CIV,2006,8.16,116.72,40.82,926.54,4.19,253.98,18.59
Cote d'Ivoire,CIV,2007,8.06,115.16,40.47,915.61,4.17,249.51,18.41
Cote d'Ivoire,CIV,2008,7.98,114.88,40.35,928.39,4.17,243.78,18.17
Cote d'Ivoire,CIV,2009,8,115.07,40.7,933.96,4.2,243.85,18.25
Cote d'Ivoire,CIV,2010,7.97,115.48,41.15,939.83,4.12,244.79,18.37
Cote d'Ivoire,CIV,2011,7.71,115.55,41.41,942.21,3.94,244.59,18.49
Cote d'Ivoire,CIV,2012,8.25,116.2,42.13,944.72,4.15,246.65,18.71
Cote d'Ivoire,CIV,2013,8.75,117.67,43.23,952.83,4.29,251.06,19.19
Cote d'Ivoire,CIV,2014,8.87,117.1,43.69,936.09,4.28,253.43,19.46
Cote d'Ivoire,CIV,2015,9.1,117.01,43.98,947.22,4.42,249.79,19.27
Cote d'Ivoire,CIV,2016,8.45,114.18,43.31,922.54,4.3,243.93,18.99
Cote d'Ivoire,CIV,2017,7.94,113.27,43.31,921.97,4.21,240.57,18.88
Cote d'Ivoire,CIV,2018,7.78,114.35,44.27,931.61,4.15,244,19.25
Cote d'Ivoire,CIV,2019,7.44,113.14,44.27,925.78,4.07,239.32,19.01
Croatia,HRV,1990,6.24,186.92,237.89,1434.08,4.54,511.75,43.48
Croatia,HRV,1991,6.19,182.33,235.54,1379.82,4.44,502.55,42.23
Croatia,HRV,1992,6.33,180.73,238.02,1330.94,4.67,510.03,42.82
Croatia,HRV,1993,6.17,179.16,239.99,1291.67,4.56,513.97,43.3
Croatia,HRV,1994,6.09,176.28,240.37,1247.34,4.41,515.61,43.54
Croatia,HRV,1995,5.74,174.68,243.28,1228.91,4.4,522.3,44.03
Croatia,HRV,1996,5.5,177.58,251.01,1246.35,4.39,537.29,45.68
Croatia,HRV,1997,5.54,180.27,258.85,1266.33,4.39,545.17,46.55
Croatia,HRV,1998,5.17,176.84,257.86,1264.34,4.17,528.94,45.27
Croatia,HRV,1999,5.05,172.75,256.1,1250.71,4.1,512.27,43.64
Croatia,HRV,2000,5.03,163.07,246.58,1203.58,3.92,474.39,41.54
Croatia,HRV,2001,5.09,159.83,245.78,1183.71,3.68,459.09,40.39
Croatia,HRV,2002,4.98,162.38,254.33,1221.42,3.46,459.95,40.01
Croatia,HRV,2003,4.72,169.93,271.22,1297.4,3.4,474.23,40.39
Croatia,HRV,2004,4.7,167.76,272.04,1295.67,3.28,459.18,38.89
Croatia,HRV,2005,4.67,172.74,284.54,1333.65,3.3,469.46,39.42
Croatia,HRV,2006,4.54,170.5,285.07,1328.49,3.3,455.53,38.12
Croatia,HRV,2007,4.66,173.22,294.44,1350.51,3.33,462.65,38.17
Croatia,HRV,2008,4.47,181.11,312.68,1422.11,3.32,481.69,39.38
Croatia,HRV,2009,4.53,178.38,313.2,1433.91,3.47,467.12,36.8
Croatia,HRV,2010,4.27,177.24,316.43,1446.36,3.28,460.69,35.24
Croatia,HRV,2011,4.23,176.44,319.72,1453.29,3.13,457.07,34.52
Croatia,HRV,2012,4.05,176.34,325.09,1470.16,2.95,455.68,34.2
Croatia,HRV,2013,4.37,171,320.7,1449.87,2.76,437.74,32.99
Croatia,HRV,2014,4.27,172.08,328.17,1475.32,3.02,445.14,32.07
Croatia,HRV,2015,4.11,175.86,340.75,1519.15,3.37,465.54,31.79
Croatia,HRV,2016,4.08,165.83,326.63,1463.09,3.25,441.02,29.14
Croatia,HRV,2017,3.85,163.29,327.25,1441.89,3.08,437.15,28.88
Croatia,HRV,2018,3.73,160.83,327.51,1428.45,3.04,429.12,29.6
Croatia,HRV,2019,3.61,159.83,330.14,1418.84,2.97,427.8,30.1
Cuba,CUB,1990,8.03,145.53,137.22,1217.96,5.9,334.28,29.26
Cuba,CUB,1991,8,143.94,137.96,1215.06,5.95,327.59,29.43
Cuba,CUB,1992,7.63,145.17,141.18,1238.58,5.94,326.11,30.11
Cuba,CUB,1993,7.38,145.39,143.46,1247.54,5.78,326.15,30.27
Cuba,CUB,1994,7.65,143.98,144.11,1229.02,5.74,325.14,30.45
Cuba,CUB,1995,7.72,141.66,143.96,1202.4,5.67,321.3,30.77
Cuba,CUB,1996,6.87,139.19,143.68,1186.61,5.33,315.64,30.69
Cuba,CUB,1997,6.48,136.59,143.33,1159.12,5.16,311.99,30.68
Cuba,CUB,1998,6.41,137.39,146.63,1156.64,5.28,317.61,31.43
Cuba,CUB,1999,6.22,138.18,150.11,1168.92,5.43,319.18,31.58
Cuba,CUB,2000,6.41,137.59,152.23,1173.24,5.46,316.24,31.13
Cuba,CUB,2001,6.09,139.6,157.29,1188.13,5.18,326.04,31.43
Cuba,CUB,2002,6.31,136.02,156.25,1164.55,4.98,319.46,30.38
Cuba,CUB,2003,6.46,139.39,163.52,1202.91,4.77,328.33,31.01
Cuba,CUB,2004,6.31,141.45,169.48,1236.16,4.7,331.65,31.18
Cuba,CUB,2005,6.27,144.62,177.06,1264.98,4.69,342.82,31.85
Cuba,CUB,2006,5.77,140.71,176.17,1228.76,4.32,339.71,30.82
Cuba,CUB,2007,5.67,142.15,182.25,1236,4.51,348.6,31.36
Cuba,CUB,2008,5.59,143.97,189.02,1257.35,4.4,354.08,32.07
Cuba,CUB,2009,5.58,144.71,194.37,1266.19,4.59,358.69,32.34
Cuba,CUB,2010,5.36,145.38,199.77,1276.61,4.73,360.54,32.66
Cuba,CUB,2011,5.46,138.83,194.96,1220.92,4.67,341.7,31.13
Cuba,CUB,2012,5.23,141.93,203.8,1236.31,4.62,350.87,32.06
Cuba,CUB,2013,5.06,142.54,209.47,1242.6,4.67,349.86,31.82
Cuba,CUB,2014,5.03,143.57,215.9,1259.26,4.71,346.68,31.46
Cuba,CUB,2015,5.13,146.75,225.51,1285.54,4.9,351.17,31.73
Cuba,CUB,2016,4.92,146.41,229.79,1291.06,4.85,345.55,30.95
Cuba,CUB,2017,4.9,149.99,240.61,1328.77,4.57,352.85,30.96
Cuba,CUB,2018,4.58,150.01,245.81,1332.36,4.27,352.18,30.69
Cuba,CUB,2019,4.42,146.09,244.62,1294.9,4.39,341.49,30.52
Cyprus,CYP,1990,4.42,125.57,121.4,988.01,3.79,280.96,18.4
Cyprus,CYP,1991,4.37,128.7,123.5,1019.65,3.48,277.06,18.55
Cyprus,CYP,1992,4.26,132.31,126.22,1059.86,3.27,274.19,19.04
Cyprus,CYP,1993,4.14,133.5,127.22,1078.96,3.2,270.27,19.54
Cyprus,CYP,1994,4.01,131.92,126.58,1075.92,3.14,265.54,19.95
Cyprus,CYP,1995,3.88,130.67,127.29,1082.88,3.02,265.09,20.1
Cyprus,CYP,1996,3.76,127.79,126.62,1077.25,2.99,261.2,20
Cyprus,CYP,1997,3.65,125.86,126.72,1074.6,2.82,259.43,19.91
Cyprus,CYP,1998,3.51,124.27,127.18,1078.79,2.85,256.51,19.77
Cyprus,CYP,1999,3.4,123.13,127.9,1081.55,3.07,254.91,19.52
Cyprus,CYP,2000,3.3,122.28,128.49,1077.96,3.46,254.2,18.88
Cyprus,CYP,2001,3.21,121.99,129.5,1076.32,3.76,254.38,18.29
Cyprus,CYP,2002,3.15,123.31,132.57,1091.82,3.85,258.84,17.76
Cyprus,CYP,2003,3.05,123.82,134.94,1096.78,3.61,260.2,18.23
Cyprus,CYP,2004,2.95,126.4,139.75,1129,3.64,263.58,18.74
Cyprus,CYP,2005,2.86,129.96,145.95,1170.76,3.36,272.59,18.47
Cyprus,CYP,2006,2.73,132.14,150.77,1201.27,2.97,279.1,17.8
Cyprus,CYP,2007,2.61,134.42,155.46,1234.01,2.93,281.76,17.83
Cyprus,CYP,2008,2.55,135.48,158.37,1257.95,2.9,276.96,18.25
Cyprus,CYP,2009,2.54,135.51,160.64,1271.07,2.61,272.88,18.59
Cyprus,CYP,2010,2.47,134.5,160.94,1272.37,2.34,264.32,18.43
Cyprus,CYP,2011,2.43,133.15,160.97,1257.27,2.35,260.46,17.95
Cyprus,CYP,2012,2.42,132.25,162.04,1250.29,2.4,258.06,17.55
Cyprus,CYP,2013,2.31,131.39,164.04,1243.91,2.44,258.04,17.43
Cyprus,CYP,2014,2.33,131.03,166.9,1246.35,2.5,257.57,17.47
Cyprus,CYP,2015,2.38,130.12,169,1239.86,2.6,256.95,17.32
Cyprus,CYP,2016,2.41,126.99,168.75,1204.82,2.83,256.77,16.89
Cyprus,CYP,2017,2.35,123.36,168.27,1159.2,3.01,258.03,16.77
Cyprus,CYP,2018,2.31,122.32,171.04,1157.13,2.91,255.59,17.19
Cyprus,CYP,2019,2.26,121.84,174.39,1160.23,2.82,253.57,17.51
Czechia,CZE,1990,6.98,209.38,275.99,1586.47,5.23,627.12,49.11
Czechia,CZE,1991,7.12,204.11,269.75,1542.67,5.15,605.11,48.73
Czechia,CZE,1992,6.9,202.25,268.17,1514.54,5.08,595.73,48.36
Czechia,CZE,1993,6.75,198.14,263.89,1492.95,4.9,570.11,46.51
Czechia,CZE,1994,6.75,198.6,266.84,1495.44,5.07,564.17,46.08
Czechia,CZE,1995,6.52,201.01,273.76,1524.35,5.06,566.71,46.46
Czechia,CZE,1996,5.93,195.22,269.62,1484.99,4.57,544.83,44.48
Czechia,CZE,1997,5.82,195.09,273.03,1483.42,4.43,537.25,44.16
Czechia,CZE,1998,5.5,188.03,266.8,1445.99,4.34,508.87,40.98
Czechia,CZE,1999,5.21,184.76,265.95,1428.89,4.29,495.56,39.27
Czechia,CZE,2000,5,182.38,266.1,1416.26,4.14,483.34,38.21
Czechia,CZE,2001,4.9,172.76,255.04,1351.02,3.75,450.36,35.3
Czechia,CZE,2002,4.95,180.38,269.61,1429.85,3.69,463.85,34.71
Czechia,CZE,2003,4.71,187.28,283.62,1500.22,3.67,479.9,34.56
Czechia,CZE,2004,4.45,183.26,281.59,1491.56,3.68,467.55,32.65
Czechia,CZE,2005,4.15,182.22,284.7,1502.56,3.56,467.29,31.84
Czechia,CZE,2006,4.05,176.79,280.96,1477.11,3.32,457.81,29.97
Czechia,CZE,2007,3.95,175.04,282.9,1472.9,3.21,461.55,29.04
Czechia,CZE,2008,3.72,174.42,286.53,1476.61,3.17,468.27,28.82
Czechia,CZE,2009,3.64,171.35,286.26,1463.68,3.26,467.68,28.35
Czechia,CZE,2010,3.5,169.51,288.07,1456.53,3.13,468.87,28.16
Czechia,CZE,2011,3.31,165.35,285.97,1422.46,2.89,464.67,27.93
Czechia,CZE,2012,3.15,161.03,283.65,1391.93,2.82,456.95,27.6
Czechia,CZE,2013,3.03,156.92,281.4,1358.79,2.72,446.09,27.25
Czechia,CZE,2014,3.01,151.28,275.99,1317.22,2.66,426.47,26.33
Czechia,CZE,2015,3.04,149.77,277.82,1313.09,2.62,419.91,26.38
Czechia,CZE,2016,3.23,147.8,278.63,1289.77,2.57,413.37,26.74
Czechia,CZE,2017,3.13,146.43,280.82,1272.93,2.47,409.03,26.55
Czechia,CZE,2018,2.82,147.22,286.87,1276,2.33,410.52,27.27
Czechia,CZE,2019,2.69,145.92,288.61,1265.73,2.37,402.75,28.28
Democratic Republic of Congo,COD,1990,14.64,116.59,48.1,782.68,3.53,291.28,20.47
Democratic Republic of Congo,COD,1991,14.31,116.61,48.29,780.89,3.63,292.87,20.79
Democratic Republic of Congo,COD,1992,13.98,115.77,47.97,777.03,3.63,292.12,20.67
Democratic Republic of Congo,COD,1993,13.66,114.07,47.21,769.57,3.54,288.73,20.28
Democratic Republic of Congo,COD,1994,13.29,112.85,46.6,764.61,3.41,287.36,19.91
Democratic Republic of Congo,COD,1995,12.8,112.62,46.44,762.65,3.43,288.67,20.01
Democratic Republic of Congo,COD,1996,12.16,113.29,46.7,763.61,3.45,293.38,20.48
Democratic Republic of Congo,COD,1997,11.7,110.07,45.12,750.56,3.29,284.12,19.68
Democratic Republic of Congo,COD,1998,11.15,109.27,44.68,745.92,3.32,282.61,19.75
Democratic Republic of Congo,COD,1999,10.64,108.32,44.21,739.22,3.32,279.99,19.97
Democratic Republic of Congo,COD,2000,10.33,107.5,43.73,733.11,3.4,279.64,20.26
Democratic Republic of Congo,COD,2001,10.06,106.41,43.22,724.69,3.41,275.72,20.15
Democratic Republic of Congo,COD,2002,9.75,104.86,42.42,717.63,3.37,269.19,19.82
Democratic Republic of Congo,COD,2003,9.58,105.21,42.5,717.71,3.46,269.53,20.01
Democratic Republic of Congo,COD,2004,9.24,104.13,41.83,714.08,3.37,264.72,19.65
Democratic Republic of Congo,COD,2005,9.01,102.77,41.07,708.08,3.41,258.07,19.34
Democratic Republic of Congo,COD,2006,8.77,101.92,40.65,704.37,3.44,254.92,19.17
Democratic Republic of Congo,COD,2007,8.44,100.71,40.06,697.34,3.43,251.43,18.86
Democratic Republic of Congo,COD,2008,8.06,100.65,39.92,698.37,3.44,251.01,18.78
Democratic Republic of Congo,COD,2009,7.81,100.3,39.69,697.98,3.44,249.48,18.64
Democratic Republic of Congo,COD,2010,7.5,100.18,39.49,700.02,3.39,247.53,18.54
Democratic Republic of Congo,COD,2011,7.29,100.8,39.72,706.22,3.39,249.22,18.58
Democratic Republic of Congo,COD,2012,7.21,101.3,39.99,710.48,3.43,251.06,18.58
Democratic Republic of Congo,COD,2013,7.19,101.63,40.25,714.83,3.52,251.62,18.65
Democratic Republic of Congo,COD,2014,7.01,101.72,40.47,716.42,3.61,251.72,18.78
Democratic Republic of Congo,COD,2015,6.68,101.45,40.41,719.33,3.56,249.38,18.65
Democratic Republic of Congo,COD,2016,6.07,101.2,40.49,719.86,3.44,248.97,18.66
Democratic Republic of Congo,COD,2017,5.49,101.53,40.81,724.99,3.32,249.9,18.72
Democratic Republic of Congo,COD,2018,5.39,102.74,41.64,733.72,3.29,253.52,18.97
Democratic Republic of Congo,COD,2019,4.91,103.1,42.05,737.2,3.11,255.09,19.01
Denmark,DNK,1990,6.47,189.68,294.66,1532.83,4.47,535.79,38.2
Denmark,DNK,1991,6.25,189.04,295.17,1536.58,4.45,528.36,38.14
Denmark,DNK,1992,5.91,190.73,299.03,1559.06,4.25,528.45,38.67
Denmark,DNK,1993,5.41,193.24,303.86,1595.17,4.32,527.01,39.34
Denmark,DNK,1994,5.4,197.74,311.54,1644.98,4.32,532.56,39.4
Denmark,DNK,1995,5.12,199.82,315.18,1678.89,4.23,527.4,38.78
Denmark,DNK,1996,5.07,198.78,314.02,1682.9,4.26,514.48,38.34
Denmark,DNK,1997,4.85,196.66,311.34,1676.85,4.05,499.72,37.55
Denmark,DNK,1998,4.58,193.92,308.22,1671.43,3.97,485.32,36.3
Denmark,DNK,1999,4.25,194.42,310.32,1686.26,4.05,482.45,36.4
Denmark,DNK,2000,4.36,190.7,307.01,1697.99,3.72,464.04,34.64
Denmark,DNK,2001,4.37,190.44,309.45,1736.32,3.73,455.38,34.05
Denmark,DNK,2002,4.23,190.2,311.13,1762.03,3.35,450.28,34.16
Denmark,DNK,2003,4.12,188.42,310.24,1767.34,3.28,444.01,33.58
Denmark,DNK,2004,4.01,186.97,310.18,1772.36,3.3,440.88,32.67
Denmark,DNK,2005,3.81,184.58,309.1,1769.98,2.98,436.13,31.19
Denmark,DNK,2006,3.47,184.72,312.39,1781.6,2.99,439.56,30.96
Denmark,DNK,2007,3.6,184.2,314.46,1783.72,3.01,440.01,30.91
Denmark,DNK,2008,3.53,182.65,315.15,1781.69,3,436.88,30.21
Denmark,DNK,2009,3.24,182.15,317.86,1788.79,2.68,437.27,29.2
Denmark,DNK,2010,3.19,180.47,318.54,1787.26,2.51,432.41,28.4
Denmark,DNK,2011,3.15,175.33,313.8,1746.39,2.59,420.46,27.23
Denmark,DNK,2012,3.11,172.11,312.67,1720.17,2.5,415.03,26.15
Denmark,DNK,2013,3.1,168.68,311.21,1683.81,2.28,407.62,24.99
Denmark,DNK,2014,3.15,165.03,309.18,1642.11,2.2,397.27,24.01
Denmark,DNK,2015,3.02,161.78,307.74,1605.01,2.35,384.13,23.14
Denmark,DNK,2016,2.93,160.02,308.79,1569.52,2.48,378.43,22.71
Denmark,DNK,2017,2.89,158.88,311.17,1546.26,2.48,371.2,22.4
Denmark,DNK,2018,2.83,158.28,315.02,1541.05,2.41,364.24,22.56
Denmark,DNK,2019,2.76,157.62,318.61,1537.83,2.45,360.95,22.59
Djibouti,DJI,1990,18.9,113.74,36.78,784.11,3.06,277.04,19.45
Djibouti,DJI,1991,20.72,113.99,38.67,789.43,2.94,277.49,19.68
Djibouti,DJI,1992,21.63,114.82,40.4,794.71,3.04,279.39,20.39
Djibouti,DJI,1993,21.87,116.4,41.88,797.52,3.35,283.71,21.86
Djibouti,DJI,1994,21.77,114.75,41.45,794.04,3.37,278.83,20.87
Djibouti,DJI,1995,22.01,117.44,43.58,804.77,3.65,286.47,22.42
Djibouti,DJI,1996,21.33,118.07,44.19,809.95,3.74,287.79,22.61
Djibouti,DJI,1997,20.59,117.83,43.89,814.81,3.74,285.95,21.92
Djibouti,DJI,1998,20.36,119.79,45.11,824.25,3.89,290.77,22.75
Djibouti,DJI,1999,20.05,120.07,45.47,828.89,3.91,289.93,22.66
Djibouti,DJI,2000,19.44,119.49,45.48,827.78,3.89,289.44,22.57
Djibouti,DJI,2001,19.07,118.8,45.49,826.74,3.87,286.72,22.3
Djibouti,DJI,2002,19.15,119.44,46.08,833.98,3.93,287.23,22.29
Djibouti,DJI,2003,20.01,118.82,46.18,838.78,4.02,283.2,21.4
Djibouti,DJI,2004,21.88,122.44,49.1,856.51,4.46,291.63,23.01
Djibouti,DJI,2005,21.98,123.33,50.18,866.01,4.51,291.66,23.22
Djibouti,DJI,2006,22.43,122.88,50.51,869.79,4.57,288.75,22.77
Djibouti,DJI,2007,22.08,123.15,51.48,868.81,4.68,289.92,23.46
Djibouti,DJI,2008,21.29,123.13,51.99,870.99,4.63,290.05,23.69
Djibouti,DJI,2009,20.65,122.26,51.87,871.54,4.53,287.58,23.28
Djibouti,DJI,2010,20.29,123.35,52.9,878.61,4.58,289.38,24.03
Djibouti,DJI,2011,19.31,123.52,53.57,881.53,4.57,290.13,24.44
Djibouti,DJI,2012,19.16,123.86,54.48,886.06,4.62,290.77,24.74
Djibouti,DJI,2013,18.95,123.85,55.29,889.55,4.63,289.97,24.9
Djibouti,DJI,2014,17.71,121.97,54.83,887.2,4.34,284.35,23.96
Djibouti,DJI,2015,17.27,122.41,55.93,892.1,4.38,284.06,24.53
Djibouti,DJI,2016,17.52,122.28,56.76,894.29,4.44,282.46,24.59
Djibouti,DJI,2017,17.21,123.61,58.56,904.01,4.5,285.06,25.51
Djibouti,DJI,2018,16.68,125.26,60.7,914.88,4.52,288.44,26.66
Djibouti,DJI,2019,16.32,126.14,62.31,924.07,4.51,289.41,27.07
Dominica,DMA,1990,8.36,195.73,191.87,1654.37,6.18,477.69,37.03
Dominica,DMA,1991,8.26,195.28,195.98,1663.82,6.17,474.66,38.16
Dominica,DMA,1992,8.16,190.7,195.19,1641.45,5.71,457.49,38.34
Dominica,DMA,1993,8.1,189.43,197.62,1651.59,5.54,450.39,38.52
Dominica,DMA,1994,8.13,189.15,200.76,1672.35,5.54,444.88,38.9
Dominica,DMA,1995,8.11,188.61,203.17,1690.72,5.52,438.12,39.22
Dominica,DMA,1996,8.04,188.2,205.32,1710.22,5.47,430.83,39.54
Dominica,DMA,1997,7.97,186,205.33,1712.49,5.45,418.64,39.8
Dominica,DMA,1998,7.91,184.5,206.06,1724.83,5.48,405.92,40.67
Dominica,DMA,1999,7.96,186.7,210.89,1771.53,5.93,404.51,42.19
Dominica,DMA,2000,8.01,187.4,213.47,1800.9,6.14,405.07,42.26
Dominica,DMA,2001,8.14,187.59,214.76,1814.34,6.35,403.45,42.19
Dominica,DMA,2002,8.26,190.05,218.79,1854.88,6.65,402.01,43.55
Dominica,DMA,2003,8.36,191.4,221.52,1885.21,6.88,394.97,45.07
Dominica,DMA,2004,8.47,190.09,221.06,1882.7,6.87,386.61,44.86
Dominica,DMA,2005,8.65,189.32,221.39,1890.26,7.83,375.45,44.32
Dominica,DMA,2006,8.78,190.47,223.75,1902.11,8.14,372.02,44.89
Dominica,DMA,2007,8.97,191.25,225.82,1909.35,8.27,369.03,44.68
Dominica,DMA,2008,9.07,191.91,227.85,1912.26,8.22,365.93,44.54
Dominica,DMA,2009,9.43,193.25,230.96,1923.93,8.42,363.37,44.44
Dominica,DMA,2010,9.79,195.37,235.04,1938.37,8.55,363.77,44.7
Dominica,DMA,2011,10.26,197.59,239.29,1949.98,8.48,369.22,44.63
Dominica,DMA,2012,10.58,199.75,243.46,1948.05,7.72,383.71,43.44
Dominica,DMA,2013,10.89,200.93,247.21,1959.97,7.82,385.01,43.53
Dominica,DMA,2014,11.03,201.78,250.71,1972.56,7.86,386.62,43.03
Dominica,DMA,2015,11.1,202.3,253.6,1982.62,7.79,387.3,42.5
Dominica,DMA,2016,11.12,201.9,255.53,1982.5,7.72,386.73,42.08
Dominica,DMA,2017,11.17,202.17,258.31,1986.36,7.79,388.51,41.78
Dominica,DMA,2018,11.24,202.5,261.34,1989.9,7.79,391.34,41.45
Dominica,DMA,2019,11.35,202.52,264.67,1993.1,7.77,394.04,40.97
Dominican Republic,DOM,1990,11.94,89.96,46.73,701.63,5.34,186.88,18.09
Dominican Republic,DOM,1991,11.24,87.89,46.81,687.85,5.27,185.53,18.14
Dominican Republic,DOM,1992,10.39,86.03,46.88,677.08,5.18,183.61,18.24
Dominican Republic,DOM,1993,9.89,86.34,48.2,680.37,5.17,186.81,18.86
Dominican Republic,DOM,1994,9.51,85.44,48.84,678.1,5.12,186.07,18.96
Dominican Republic,DOM,1995,9.12,86.35,50.46,694.17,5.05,187.32,19.45
Dominican Republic,DOM,1996,8.64,89.8,53.55,738.67,4.99,191.21,20.08
Dominican Republic,DOM,1997,8.26,92.24,56.16,769.57,5.01,196.79,20.63
Dominican Republic,DOM,1998,7.76,93.52,58.09,788.68,5.02,199.71,20.77
Dominican Republic,DOM,1999,7.48,95.66,60.45,831.55,5.03,199.31,20.52
Dominican Republic,DOM,2000,7.38,95.94,61.77,853.24,4.9,195.05,20.44
Dominican Republic,DOM,2001,7.33,97.23,63.95,873.68,4.85,195.26,20.74
Dominican Republic,DOM,2002,7.1,98.93,66.39,888.03,4.62,199.02,21.46
Dominican Republic,DOM,2003,7.15,102.24,69.87,919.41,4.61,206,22.31
Dominican Republic,DOM,2004,7.37,106.42,73.88,959.25,4.73,213.76,23.22
Dominican Republic,DOM,2005,7.28,109.8,77.24,990.71,4.8,219.66,23.99
Dominican Republic,DOM,2006,7.21,110.55,79.08,984.05,4.79,225.6,24.72
Dominican Republic,DOM,2007,7.09,109.27,79.28,962.8,4.73,224.99,24.74
Dominican Republic,DOM,2008,6.68,108.61,79.75,961.87,4.62,223.16,24.38
Dominican Republic,DOM,2009,6.51,109.05,80.95,975.02,4.59,222.63,23.86
Dominican Republic,DOM,2010,6.45,109.33,81.91,981.22,4.54,222.25,23.38
Dominican Republic,DOM,2011,6.67,110.04,83.53,985.45,4.63,224.4,23.5
Dominican Republic,DOM,2012,6.91,113.97,87.52,1009.45,4.82,234.55,24.56
Dominican Republic,DOM,2013,7.11,118.66,92.17,1033.72,4.92,247.97,26.1
Dominican Republic,DOM,2014,6.67,121.16,95.21,1041.9,4.84,257.09,27.15
Dominican Republic,DOM,2015,6.56,123.95,98.4,1062.22,4.87,263.81,27.96
Dominican Republic,DOM,2016,6.5,123.69,99.55,1046.19,4.89,266.06,28.34
Dominican Republic,DOM,2017,6.42,121.71,99.13,1027.79,4.85,262.84,27.9
Dominican Republic,DOM,2018,6.35,120.1,99.06,1013.78,4.8,259.36,27.52
Dominican Republic,DOM,2019,6.29,118.73,99.32,1003.73,4.75,256.51,27.19
East Asia & Pacific (WB),,1990,17.26,159.65,113.28,1111.9,7.52,409.09,36
East Asia & Pacific (WB),,1991,17.03,159.73,114.84,1118.35,7.49,409.11,36.35
East Asia & Pacific (WB),,1992,16.63,159.41,116.16,1122.83,7.47,407.65,36.67
East Asia & Pacific (WB),,1993,16.24,159.48,117.81,1129.41,7.41,407.6,37.1
East Asia & Pacific (WB),,1994,15.79,158.81,119.1,1129.37,7.61,402.21,38.36
East Asia & Pacific (WB),,1995,15.33,158.75,120.92,1135.28,7.77,398.69,39.52
East Asia & Pacific (WB),,1996,14.86,158.41,122.67,1140.18,7.78,395.45,40.07
East Asia & Pacific (WB),,1997,14.37,157.26,123.89,1140.04,7.7,389.48,40.1
East Asia & Pacific (WB),,1998,13.8,157.24,126.13,1146.39,7.61,386.02,40.66
East Asia & Pacific (WB),,1999,13.22,157.97,129.1,1160.74,7.44,383.82,40.78
East Asia & Pacific (WB),,2000,12.52,158.72,132.14,1179.37,7.18,383.25,40.85
East Asia & Pacific (WB),,2001,11.69,157.64,133.74,1186.89,6.89,376.54,39.95
East Asia & Pacific (WB),,2002,10.83,156.78,135.6,1192.26,6.36,374.62,38.28
East Asia & Pacific (WB),,2003,10.04,156.6,138.22,1205.54,5.93,372.74,36.84
East Asia & Pacific (WB),,2004,9.39,157.29,141.8,1224.52,5.7,370.42,36.2
East Asia & Pacific (WB),,2005,9.01,156.09,143.55,1229.57,5.52,361.76,35.31
East Asia & Pacific (WB),,2006,8.57,152.28,143.19,1204.22,5.33,350.91,34.45
East Asia & Pacific (WB),,2007,8.11,149.97,144.25,1191.5,5.18,344.62,34.15
East Asia & Pacific (WB),,2008,7.9,148.81,146.39,1190.03,5.25,340.52,34.41
East Asia & Pacific (WB),,2009,7.64,147.67,148.71,1192.94,5.39,336.48,34.81
East Asia & Pacific (WB),,2010,7.34,147,151.41,1199.1,5.29,333.83,35.1
East Asia & Pacific (WB),,2011,7.15,145.33,153.27,1190.52,5.16,332.24,34.85
East Asia & Pacific (WB),,2012,7.05,142.84,154.38,1172.86,5.03,329.19,34.34
East Asia & Pacific (WB),,2013,6.9,140.2,155.24,1159.49,4.95,321.89,33.99
East Asia & Pacific (WB),,2014,6.75,138.44,157.2,1154.04,4.86,316.49,33.77
East Asia & Pacific (WB),,2015,6.6,136.57,158.86,1144.95,4.74,311.51,33.29
East Asia & Pacific (WB),,2016,6.5,135.78,161.89,1143.11,4.66,309.25,33.16
East Asia & Pacific (WB),,2017,6.34,134.91,164.93,1139.18,4.57,305.76,33.09
East Asia & Pacific (WB),,2018,6.13,134.7,168.92,1139.94,4.48,304.54,33.14
East Asia & Pacific (WB),,2019,5.88,134.94,173.78,1140.78,4.4,304.48,33.21
Eastern Mediterranean Region (WHO),,1990,11.87,101.14,50.84,693.14,5.72,255.23,22.34
Eastern Mediterranean Region (WHO),,1991,11.52,101.6,50.99,696.35,5.73,256.61,22.46
